dt,open,high,low,close,tv_ss,py_ss,ss_diff,ss_pct,tv_buy,tv_sell,py_buy,py_sell
2025-07-25 17:30:00+00:00,25.453,25.61,25.44,25.5,26.165819419908445,0.05995987216974172,-26.105859547738703,-99.77084657198192,0,0,0,0
2025-07-25 19:30:00+00:00,25.495,25.62,25.495,25.58,26.05098087890591,0.3203784937141985,-25.730602385191713,-98.77018644632449,0,0,0,0
2025-07-28 13:30:00+00:00,26.38,26.99,26.3352,26.6899,25.951097601940592,0.8758750549896915,-25.0752225469509,-96.62490169616488,0,0,0,0
2025-07-28 15:30:00+00:00,26.6867,26.99,26.67,26.82,25.8751488025375,1.7184449791461907,-24.156703823391307,-93.35870494017152,0,0,0,0
2025-07-28 17:30:00+00:00,26.82,26.99,26.785,26.9525,25.82815863197727,2.7954643062149547,-23.032694325762314,-89.17667981660158,0,0,0,0
2025-07-28 19:30:00+00:00,26.96,26.98,26.78,26.97,25.80756586728346,4.0490860889994735,-21.758479778283988,-84.31046883761888,0,0,0,0
2025-07-29 13:30:00+00:00,27.46,28.16,26.6621,26.7382,25.813509412415502,5.430094283660825,-20.383415128754677,-78.9641377431264,0,0,0,0
2025-07-29 15:30:00+00:00,26.73,27.485,26.5,27.375,25.84264198639473,6.898417485163674,-18.94422450123106,-73.30606720166053,1,0,0,0
2025-07-29 17:30:00+00:00,27.375,27.6,27.21,27.26,25.892921522118183,8.420236884054699,-17.472684638063484,-67.48054530323283,0,0,0,0
2025-07-29 19:30:00+00:00,27.26,27.28,26.98,27.07,25.957776942190105,9.965960801178255,-15.99181614101185,-61.607032746397394,0,0,0,0
2025-07-30 13:30:00+00:00,27.75,28.13,27.49,27.5007,26.054194819706456,11.5104640774025,-14.543730742303957,-55.821071589222946,0,0,0,0
2025-07-30 15:30:00+00:00,27.5,28.0,27.475,27.915,26.17553527336341,13.034449512175218,-13.14108576118819,-50.20369449545027,0,0,0,0
2025-07-30 17:30:00+00:00,27.915,28.11,26.93,27.2,26.309949686796468,14.521438236045,-11.788511450751468,-44.806286561116,0,0,0,0
2025-07-30 19:30:00+00:00,27.2,27.695,27.1755,27.64,26.44964097249993,15.955254207956079,-10.494386764543853,-39.676859037349566,0,0,0,0
2025-07-31 13:30:00+00:00,26.7,26.74,25.52,25.8099,26.57865290497163,17.319140206674593,-9.259512698297037,-34.83815651381268,0,0,0,0
2025-07-31 15:30:00+00:00,25.81,26.17,25.185,25.255,26.68648471483988,18.594572263147217,-8.091912451692664,-30.32213698491692,0,0,0,0
2025-07-31 17:30:00+00:00,25.26,25.445,24.2,24.97,26.759480192091942,19.765699238704602,-6.99378095338734,-26.135713037707536,0,0,0,0
2025-07-31 19:30:00+00:00,24.98,25.11,24.685,24.9715,26.793828043703705,20.824026012894777,-5.969802030808928,-22.280511844263234,0,0,0,0
2025-08-01 13:30:00+00:00,23.57,24.04,22.565,23.655,26.778487327297643,21.765334399778073,-5.01315292751957,-18.72082192786606,0,1,0,0
2025-08-01 15:30:00+00:00,23.65,24.83,23.63,23.6801,26.71678373410495,22.587273329506598,-4.129510404598353,-15.456615009114596,0,0,0,0
2025-08-01 17:30:00+00:00,23.68,24.18,23.4207,23.975,26.611309617894342,23.27998750238861,-3.3313221155057313,-12.518444839203397,0,0,0,0
2025-08-01 19:30:00+00:00,23.975,24.32,23.8,24.065,26.47464019036223,23.85695386755711,-2.6176863228051204,-9.887523698086206,0,0,0,0
2025-08-04 13:30:00+00:00,24.59,24.99,24.24,24.8199,26.31389108291642,24.325952070204224,-1.9879390127121965,-7.554713236625092,0,0,0,0
2025-08-04 15:30:00+00:00,24.81,25.1799,24.78,25.1248,26.146397547294693,24.708147367339414,-1.4382501799552792,-5.500758478691806,0,0,0,0
2025-08-04 17:30:00+00:00,25.13,25.15,24.9,24.91,25.984362861521923,25.019941721793707,-0.9644211397282163,-3.7115443040412095,0,0,0,0
2025-08-04 19:30:00+00:00,24.92,25.06,24.82,25.06,25.833434871314893,25.271908368488695,-0.5615265028261973,-2.1736424351750028,0,0,0,0
2025-08-05 13:30:00+00:00,25.42,25.68,23.61,24.16,25.692485935918505,25.46477037636419,-0.22771555955431566,-0.8863118972694101,0,0,0,0
2025-08-05 15:30:00+00:00,24.15,24.68,24.0,24.5519,25.55726158645796,25.60061760377517,0.043356017317208284,0.16964265584768815,0,0,0,0
2025-08-05 17:30:00+00:00,24.555,24.945,24.4,24.6815,25.425715617915365,25.683908627646296,0.25819300973093107,1.0154798142594033,0,0,0,0
2025-08-05 19:30:00+00:00,24.69,24.815,24.46,24.5,25.300398327893863,25.723675633057372,0.42327730516350925,1.6730064866087233,0,0,0,0
2025-08-06 13:30:00+00:00,23.85,23.89,22.95,23.495,25.17618784043856,25.712167895713865,0.5359800552753065,2.128916652005604,0,0,0,0
2025-08-06 15:30:00+00:00,23.495,23.845,23.3827,23.7199,25.044579733237477,25.6512805042841,0.6067007710466221,2.4224833377477277,0,0,0,1
2025-08-06 17:30:00+00:00,23.7118,24.04,23.62,23.97,24.90542633913474,25.551044030272088,0.6456176911373497,2.5922772103799274,0,0,0,0
2025-08-06 19:30:00+00:00,23.9688,24.12,23.9,23.95,24.765523917480504,25.424163145430654,0.6586392279501503,2.6595004819795323,0,0,0,0
2025-08-07 13:30:00+00:00,25.48,25.88,24.85,25.05,24.63893356844261,25.297641988070897,0.6587084196282866,2.6734453331695986,0,0,0,0
2025-08-07 15:30:00+00:00,25.0426,25.35,24.7,24.895,24.534120668756486,25.1825976089133,0.6484769401568151,2.6431635717135453,0,0,0,0
2025-08-07 17:30:00+00:00,24.9,25.02,24.53,24.7999,24.452793336071448,25.083335016334264,0.6305416802628159,2.578607979860831,0,0,0,0
2025-08-07 19:30:00+00:00,24.795,25.15,24.7746,25.14,24.39226390927312,24.99868001476983,0.6064161054967094,2.4861001330268913,0,0,0,0
2025-08-08 13:30:00+00:00,25.16,25.81,24.9,25.7,24.358078033843903,24.931784624518052,0.5737065906741492,2.3553031970626854,0,0,0,0
2025-08-08 15:30:00+00:00,25.695,25.83,25.42,25.4702,24.348853555496692,24.88453706250862,0.5356835070119281,2.2000358488788025,0,0,0,0
2025-08-08 17:30:00+00:00,25.47,25.78,25.46,25.6899,24.36695179386675,24.860358448131183,0.4934066542644331,2.024901015270303,0,0,0,0
2025-08-08 19:30:00+00:00,25.685,25.74,25.51,25.72,24.408009890185323,24.856979650037584,0.44896975985226106,1.8394361599828577,0,0,0,0
2025-08-11 13:30:00+00:00,26.03,26.885,25.99,26.535,24.47152985262273,24.87500123280587,0.40347138018314155,1.6487378705500082,1,0,0,0
2025-08-11 15:30:00+00:00,26.53,26.71,26.21,26.2481,24.556087625291653,24.914613128279363,0.35852550298771035,1.4600269735902287,0,0,0,0
2025-08-11 17:30:00+00:00,26.245,26.2997,25.81,25.8685,24.656254566846425,24.971555443388553,0.31530087654212835,1.278786588154763,0,0,0,0
2025-08-11 19:30:00+00:00,25.86,25.8851,25.45,25.61,24.76326202348108,25.037657569239943,0.27439554575886405,1.1080751215194349,0,0,0,0
2025-08-12 13:30:00+00:00,26.23,27.795,25.68,27.6501,24.879867089867663,25.115212303300048,0.23534521343238524,0.9459263290366597,0,0,0,0
2025-08-12 15:30:00+00:00,27.65,27.83,27.53,27.74,25.016575332874947,25.215074767515333,0.19849943464038589,0.793471656288351,0,0,0,0
2025-08-12 17:30:00+00:00,27.74,27.95,27.7,27.915,25.185102352224256,25.349470448892937,0.16436809666868157,0.6526401773950512,0,0,1,0
2025-08-12 19:30:00+00:00,27.91,28.08,27.81,28.05,25.38673295399838,25.520009429624338,0.13327647562595857,0.5249847464321623,0,0,0,0
2025-08-13 13:30:00+00:00,28.65,29.29,28.31,28.69,25.663497292320653,25.768121817465357,0.104624525144704,0.4076783610315303,0,0,0,0
2025-08-13 15:30:00+00:00,28.695,29.08,28.59,29.0285,25.99199126089577,26.07119251027131,0.07920124937554007,0.30471405049560846,0,0,0,0
2025-08-13 17:30:00+00:00,29.02,29.24,28.78,29.18,26.35836777973618,26.41563689578877,0.057269116052587776,0.21727110165226238,0,0,0,0
2025-08-13 19:30:00+00:00,29.175,29.33,29.04,29.25,26.74494629276972,26.78380290655637,0.038856613786652616,0.14528581722056846,0,0,0,0
2025-08-14 13:30:00+00:00,28.13,28.94,27.95,28.5215,27.1099960918494,27.13346559060291,0.02346949875351001,0.08657138375820754,0,0,0,0
2025-08-14 15:30:00+00:00,28.52,28.82,28.32,28.805,27.44388511965206,27.45491074880321,0.011025629151152572,0.040175176011275904,0,0,0,0
2025-08-14 17:30:00+00:00,28.8002,28.98,28.67,28.965,27.738864068004155,27.740218816985326,0.001354748981171383,0.004883938209762672,0,0,0,0
2025-08-14 19:30:00+00:00,28.96,29.66,28.945,29.34,27.998965344826683,27.9930771511435,-0.005888193683183829,-0.021030040255654588,0,0,0,0
2025-08-15 13:30:00+00:00,28.71,28.71,27.22,27.56,28.226051954949888,28.214493625516173,-0.011558329433714931,-0.040949153824851495,0,0,0,0
2025-08-15 15:30:00+00:00,27.56,27.675,27.07,27.305,28.413242014291516,28.39729467873497,-0.015947335556546705,-0.05612642002811713,0,0,0,0
2025-08-15 17:30:00+00:00,27.305,27.5397,27.19,27.3999,28.55175641916438,28.53254654178026,-0.019209877384120944,-0.06728089544511165,0,0,0,0
2025-08-15 19:30:00+00:00,27.4,27.57,27.31,27.31,28.64180552808499,28.620312092242468,-0.0214934358425225,-0.07504218203509172,0,0,0,0
2025-08-18 13:30:00+00:00,27.1,27.65,27.03,27.4401,28.69378945884849,28.670777674018428,-0.023011784830060833,-0.080197789361574,0,0,0,0
2025-08-18 15:30:00+00:00,27.44,27.61,27.17,27.478,28.712910741023308,28.689059127273886,-0.023851613749421574,-0.08306929925896994,0,0,0,0
2025-08-18 17:30:00+00:00,27.475,27.58,27.32,27.4298,28.70319443655707,28.67911905355955,-0.024075382997519768,-0.08387701602598206,0,0,0,0
2025-08-18 19:30:00+00:00,27.425,27.6,27.39,27.52,28.66877346040548,28.645025255125315,-0.02374820528016386,-0.08283648867281529,0,0,0,0
2025-08-19 13:30:00+00:00,27.57,27.86,26.61,27.0601,28.62139064085867,28.598271982996504,-0.023118657862166714,-0.0807740551542716,0,0,0,0
2025-08-19 15:30:00+00:00,27.0699,27.1197,26.1,26.4468,28.556713308825064,28.534535228965968,-0.02217807985909559,-0.07766327875078591,0,0,0,0
