dt,open,high,low,close,tv_ss,py_ss,ss_diff,ss_pct,tv_buy,tv_sell,py_buy,py_sell
2024-12-23 20:30:00+00:00,343.0039,343.26,342.2344,342.76,346.0459453499709,0.8054082610316716,-345.2405370889392,-99.76725395229899,0,0,0,0
2024-12-24 14:30:00+00:00,343.0,344.95,340.83,343.84,345.22087172157285,4.303013622868482,-340.91785809870436,-98.7535476631497,0,0,0,0
2024-12-24 17:30:00+00:00,343.86,344.38,343.103,344.12,344.5095215869714,11.729337890243679,-332.7801836967277,-96.5953516070578,0,0,0,0
2024-12-26 14:30:00+00:00,344.88,344.88,341.0312,343.6165,343.91297429926834,22.89149520504859,-321.0214790942197,-93.34381168617129,0,0,0,0
2024-12-26 17:30:00+00:00,343.665,343.76,341.56,343.575,343.4224723029589,37.01329291175581,-306.4091793912031,-89.22222746125257,0,0,0,0
2024-12-26 20:30:00+00:00,343.58,343.75,341.7,341.84,343.0255965367673,53.3077746256475,-289.7178219111198,-84.45953445927942,0,0,0,0
2024-12-27 14:30:00+00:00,340.35,342.27,335.27,335.9,342.6847635431318,71.12062513609514,-271.56413840703664,-79.24604980952309,0,0,0,0
2024-12-27 17:30:00+00:00,335.87,339.61,335.48,337.71,342.34597106703796,89.90710872755028,-252.43886233948768,-73.73793871523473,0,0,0,0
2024-12-27 20:30:00+00:00,337.62,338.86,337.26,338.67,341.97875583815784,109.2171625030609,-232.76159333509693,-68.0631733291795,0,0,0,0
2024-12-30 14:30:00+00:00,333.47,337.4068,331.61,337.03,341.57184526208476,128.67866875023282,-212.89317651185195,-62.32749550786338,0,0,0,0
2024-12-30 17:30:00+00:00,336.942,338.1078,336.425,336.48,341.14639708032746,147.97684599621402,-193.16955108411344,-56.62365270081662,0,0,0,0
2024-12-30 20:30:00+00:00,336.495,336.82,335.693,335.91,340.718049918557,166.85505601264632,-173.8629939059107,-51.028407196938865,0,0,0,0
2024-12-31 14:30:00+00:00,336.27,337.15,333.53,333.5301,340.28448422637524,185.10467390048677,-155.17981032588847,-45.60296384911122,0,0,0,0
2024-12-31 17:30:00+00:00,333.655,335.22,332.41,335.22,339.84285103324675,202.55321540063173,-137.28963563261502,-40.39797665750633,0,0,0,0
2024-12-31 20:30:00+00:00,335.155,335.19,333.46,334.5,339.3940148009882,219.0687422067196,-120.3252725942686,-35.45297422667403,0,0,0,0
2025-01-02 14:30:00+00:00,336.31,338.92,330.43,330.54,338.91874205970475,234.55795460534665,-104.3607874543581,-30.792273929770946,0,0,0,0
2025-01-02 17:30:00+00:00,330.52,330.76,327.81,330.34,338.3547355243954,248.94900530792017,-89.4057302164752,-26.42366747960856,0,0,0,0
2025-01-02 20:30:00+00:00,330.375,330.82,329.825,330.74,337.70345259380457,262.18820428265883,-75.51524831114574,-22.361408428351712,0,0,0,0
2025-01-03 14:30:00+00:00,332.1,333.44,329.27,331.5796,337.01336228380404,274.25918373446575,-62.75417854933829,-18.620679644296136,0,0,0,0
2025-01-03 17:30:00+00:00,331.505,333.3588,330.94,332.86,336.3062844641605,285.184086200043,-51.122198264117515,-15.201083246354113,0,0,0,0
2025-01-03 20:30:00+00:00,332.815,333.08,331.93,333.0,335.6313656101925,294.9842141533856,-40.64715145680691,-12.110653419685198,0,0,0,0
2025-01-06 14:30:00+00:00,334.02,336.6,330.66,331.345,335.0184733759939,303.6553555887531,-31.36311778724081,-9.36160847227124,0,0,0,0
2025-01-06 17:30:00+00:00,331.32,332.11,327.28,328.48,334.457817702473,311.18508914843346,-23.27272855403953,-6.958344915932713,0,0,0,0
2025-01-06 20:30:00+00:00,328.54,330.63,328.3,330.49,333.915134921004,317.55211847623104,-16.36301644477294,-4.900351835996898,0,0,0,0
2025-01-07 14:30:00+00:00,330.5,331.5,323.92,326.2,333.3436618277726,322.73797652809617,-10.605685299676452,-3.1816070062721185,0,0,0,0
2025-01-07 17:30:00+00:00,326.195,327.24,323.58,323.8775,332.69971696292,326.7590713143485,-5.94064564857149,-1.785587827606594,0,0,0,0
2025-01-07 20:30:00+00:00,323.83,325.2456,322.91,324.87,331.98419879729704,329.7768437729818,-2.207355024315234,-0.6648976163058294,0,0,0,0
2025-01-08 14:30:00+00:00,327.74,328.8,323.11,323.28,331.20932498327466,331.9239224961375,0.7145975128628379,0.2157540440321007,0,0,0,0
2025-01-08 17:30:00+00:00,323.39,327.92,323.22,326.2,330.4133950476146,333.33754740935683,2.9241523617422445,0.8849981282752948,0,0,0,0
2025-01-08 20:30:00+00:00,326.21,327.34,325.83,326.82,329.66278166770513,334.26465429036784,4.601872622662711,1.3959333229497912,0,0,0,0
2025-01-10 14:30:00+00:00,322.765,322.765,316.02,318.71,328.92217613427454,334.57366063181144,5.651484497536899,1.7181828735165054,0,0,0,0
2025-01-10 17:30:00+00:00,318.705,321.67,318.43,318.655,328.1343886312618,334.37273763223334,6.238349000971539,1.9011567263624507,0,0,0,0
2025-01-10 20:30:00+00:00,318.54,318.8865,317.38,317.87,327.2339545870311,333.6727448801763,6.438790293145189,1.9676412557098284,0,0,0,0
2025-01-13 14:30:00+00:00,314.6,320.55,313.8,318.473,326.2303901604385,332.5746781861821,6.3442880257435945,1.9447262477979153,0,0,0,1
2025-01-13 17:30:00+00:00,318.41,318.8351,317.42,318.295,325.17728811594674,331.2247976888377,6.047509572890988,1.8597576749378204,0,0,0,0
2025-01-13 20:30:00+00:00,318.295,319.6,318.07,318.99,324.144547129727,329.7737166999376,5.629169570210593,1.7366232503543313,0,0,0,0
2025-01-14 14:30:00+00:00,325.0,329.935,322.6003,323.6476,323.21551714628055,328.40188209476776,5.18636494848721,1.604615086020134,0,0,0,0
