time,open,high,low,close,SS Line,SS Shifted,Ride Line,BUY,SELL
1756827000,501.03,501.67,500.31,500.96,507.2557872485178,507.0803774740935,505.85997186462856,0,0
1756830600,500.965,502.242,500.2818,501.86,507.1485628362119,507.22987271912814,508.51468426410906,0,1
1756834200,501.9,503.07,501.39,501.395,506.9437302648945,507.2557872485178,508.272271590799,0,0
1756837800,501.41,503.95,501.3904,503.85,506.6779054254253,507.1485628362119,508.0029652280509,0,0
1756841400,503.86,506,503.5,505.08,506.3933442682698,506.9437302648945,507.71304265642215,0,0
1756906200,503.79,507.79,503.05,504.7,506.11955907979427,506.6779054254253,507.51427901165005,0,0
1756909800,504.74,507.05,504.69,505.215,505.87564926686645,506.3933442682698,507.2550320607325,0,0
1756913400,505.17,505.9299,504.12,504.45,505.66733955208724,506.11955907979427,507.0128342892486,0,0
1756917000,504.495,504.75,503.5,504.08,505.48737297948696,505.87564926686645,506.7814038068511,0,0
1756920600,504.04,504.4,502.83,503.26,505.3195015962004,505.66733955208724,506.57717307875276,0,0
1756924200,503.21,503.55,502.32,503.2,505.147973077819,505.48737297948696,506.3597394544748,0,0
1756927800,503.2,505.62,503.2,505.391,504.97879845518014,505.3195015962004,506.19043866207477,0,0
1756992600,504.3,506.91,503.15,505.4802,504.8238346506193,505.147973077819,506.08321484273574,0,0
1756996200,505.46,508.05,505.46,507.675,504.698984341859,504.97879845518014,505.96090880596716,0,0
1756999800,507.73,507.74,505.8344,506,504.6195148767032,504.8238346506193,505.8593590219465,0,0
1757003400,506.04,507.09,505.97,506.75,504.58719618788854,504.698984341859,505.778480037043,0,0
1757007000,506.745,507.673,506.59,507.07,504.5946735024195,504.6195148767032,505.7395442194915,0,0
1757010600,507.11,508.15,506.56,506.615,504.6347108587097,504.58719618788854,505.7395442194915,0,0
1757014200,506.61,507.98,506.31,507.98,504.7269323474966,504.5946735024195,505.7395442194915,0,0
1757079000,508.81,511.97,498.17,499.21,504.83281320472184,504.6347108587097,503.3189626342382,1,0
1757082600,499.15,499.6,494.5,497.115,504.9032865860692,504.7269323474966,503.3189626342382,0,0
1757086200,497.1148,497.74,495.78,496.845,504.8656274163892,504.83281320472184,503.32118483265583,0,0
1757089800,496.87,497.0104,494,494.545,504.66203498060634,504.9032865860692,506.20367452264446,0,1
1757093400,494.56,495.315,492.84,494.6379,504.2658942653995,504.8656274163892,505.7858095544349,0,0
1757097000,494.67,495.1205,492.37,494.49,503.6542046545201,504.66203498060634,505.1637867086244,0,0
1757100600,494.51,495.29,493.05,495.0153,502.8853633110461,504.2658942653995,504.3671180755715,0,0
1757338200,498.105,500.65,495.03,500.6,502.0981516720973,503.6542046545201,503.6753060962995,0,0
1757341800,500.6,500.86,499.39,500.65,501.36261728571,502.8853633110461,502.87961782246913,0,0
1757345400,500.635,501.195,498.5,498.8,500.721133529169,502.0981516720973,502.2260268847311,0,0
1757349000,498.8,498.9187,497.78,498.31,500.17927355613256,501.36261728571,501.61734238629737,0,0
1757352600,498.305,498.5,497.51,498.44,499.7156603018226,500.721133529169,501.0863670726899,0,0
1757356200,498.48,498.5759,497.29,497.35,499.3130020240512,500.17927355613256,500.631726168428,0,0
